"""Sep 2017""",1.22828,0.83958,110.822,0.74992,0.96288,1.25470,7.8129,1.3782,1133.05,17.833
"""Oct 2017""",1.26046,0.85072,112.938,0.75759,0.98227,1.28432,7.8055,1.4211,1132.25,18.825
"""Nov 2017""",1.27689,0.85133,112.751,0.75591,0.99117,1.31202,7.8057,1.4521,1100.50,18.913
"""Dec 2017""",1.27705,0.84512,112.930,0.74603,0.98733,1.30852,7.8129,1.4365,1084.53,19.149
"""Jan 2018""",1.24274,0.81956,110.863,0.72356,0.96058,1.25692,7.8195,1.3765,1066.79,18.911
"""Feb 2018""",1.25862,0.81027,107.980,0.71630,0.93535,1.27124,7.8222,1.3692,1079.44,18.650
"""Mar 2018""",1.29317,0.81075,106.095,0.71572,0.94774,1.28832,7.8410,1.3781,1071.52,18.620
"""Apr 2018""",1.27326,0.81472,107.626,0.71049,0.96835,1.30167,7.8483,1.3807,1068.89,18.384
"""May 2018""",1.28733,0.84631,109.620,0.74265,0.99704,1.32907,7.8488,1.4382,1077.19,19.530
"""Jun 2018""",1.31288,0.85646,110.075,0.75264,0.99003,1.33463,7.8472,1.4411,1095.25,20.302
"""Jul 2018""",1.31301,0.85554,111.496,0.75935,0.99455,1.35035,7.8478,1.4724,1123.22,18.959
"""Aug 2018""",1.30412,0.86607,110.987,0.77678,0.98758,1.36572,7.8501,1.5002,1120.88,18.871
"""Sep 2018""",1.30365,0.85726,112.088,0.76530,0.96814,1.38826,7.8374,1.5160,1120.43,19.005
"""Oct 2018""",1.30095,0.87076,112.778,0.76869,0.99406,1.40669,7.8375,1.5301,1132.34,19.195
"""Nov 2018""",1.32004,0.87944,113.295,0.77523,1.00043,1.37912,7.8292,1.4751,1126.00,20.244
"""Dec 2018""",1.34318,0.87862,112.275,0.78920,0.99197,1.39386,7.8192,1.4659,1122.70,20.110
"""Jan 2019""",1.33010,0.87589,108.951,0.77550,0.98971,1.39843,7.8418,1.4751,1121.85,19.168
"""Feb 2019""",1.32056,0.88099,110.431,0.76835,1.00143,1.40072,7.8477,1.4636,1122.37,19.190
"""Mar 2019""",1.33682,0.88503,111.159,0.75948,1.00055,1.41211,7.8491,1.4634,1132.36,19.237
"""Apr 2019""",1.33777,0.89014,111.645,0.76738,1.00806,1.40650,7.8449,1.4890,1143.17,18.975
"""May 2019""",1.34590,0.89387,109.969,0.77848,1.01078,1.43978,7.8476,1.5240,1183.15,19.112
"""Jun 2019""",1.32873,0.88527,108.074,0.78883,0.98808,1.43962,7.8266,1.5150,1172.90,19.275
"""Jul 2019""",1.31010,0.89204,108.265,0.80267,0.98802,1.43252,7.8126,1.4974,1177.92,19.049
"""Aug 2019""",1.32775,0.89913,106.223,0.82264,0.97939,1.47679,7.8415,1.5563,1210.58,19.696
"""Sep 2019""",1.32405,0.90824,107.541,0.80865,0.99066,1.46763,7.8349,1.5761,1194.33,19.553
"""Oct 2019""",1.31898,0.90449,108.146,0.79082,0.99319,1.47140,7.8423,1.5785,1183.52,19.329
"""Nov 2019""",1.32388,0.90507,108.881,0.77611,0.99329,1.46527,7.8278,1.5630,1168.86,19.337
